Alpha-numeric code(s),Alpha-numeric code(s),Station name,Station name,Station name,Opening,Name(s) during planning stages,Abbreviation,Location(s),Connection(s) to other transport
In operation,Future,English • Malay,Chinese,Tamil,Opening,Name(s) during planning stages,Abbreviation,Location(s),Connection(s) to other transport
NS27  CE2,TE20,Marina Bay,滨海湾,மரீனா பே,2022,Marina Bay,MRB,"Downtown Core, Straits View Planning Area",
N/A,TE21,Marina South,滨海南,மரீனா சவுத்,2022,Marina South / Straits View / Marina Boulevard,MRS,"Marina South, Straits View Planning Area",
N/A,TE22,Gardens by the Bay • Taman di Pesisiran,滨海湾花园,கரையோரப் பூந்தோட்டங்கள்,2022,Gardens by the Bay / Marina Barrage / Marina Gardens,GRB,Marina South,
Infill station,Infill station,Infill station,Infill station,Infill station,Infill station,Infill station,Infill station,Infill station,Infill station
N/A,TE22A,Founders' Memorial • Peringatan Pengasas,建国先贤纪念园,தேச நிறுவனர்கள் நினைவிட நிலையம்,2027,"Gardens Bay East, Marina East",FDM,Marina East,
Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4
N/A,TE23,Tanjong Rhu,丹戎禺,தஞ்சோங் ரூ,2023,Tanjong Rhu / Sandy Point,TRH,Kallang,
N/A,TE24,Katong Park,加东公园,காத்தோங் பார்க்,2023,Katong Park / Fort Road,KTP,"Kallang, Marine Parade",
N/A,TE25,Tanjong Katong,丹戎加东,தஞ்சோங் காத்தோங்,2023,Amber / Tanjong Katong,TKT,Marine Parade,
N/A,TE26,Marine Parade,马林百列,மரீன் பரேட்,2023,Marine Parade / Parkway South,MPR,Marine Parade,
N/A,TE27,Marine Terrace,马林台,மரீன் டெரஸ்,2023,Marine Terrace / Telok Kurau,MTC,"Bedok, Marine Parade",
N/A,TE28,Siglap,实乞纳,சிக்லாப்,2023,Siglap / Siglap South,SGL,Bedok,
N/A,TE29,Bayshore,碧湾,பேஷோர்,2023,Bayshore / Bedok Jetty,BSR,Bedok,
Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5
N/A,TE30,Bedok South,勿洛南,பிடோக் சவுத்,2024,Bedok South / Upper East Coast,BDS,Bedok,Bedok South Bus Interchange[15]
N/A,TE31  DT37,Sungei Bedok,双溪勿洛[17],சுங்கை பிடோக்,2024,Sungei Bedok / Eastwood,SGB,Bedok,
Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe)
N/A,TE,Changi Airport Terminal 5[e],TBA,TBA,2040,Changi Airport,TBA,Changi,Singapore Changi Airport
CG2,TE [a],Changi Airport,樟宜机场,சாங்கி விமானநிலையம்,2040,Changi Airport,CGA,Changi,"Singapore Changi Airport,  Changi Airport PTB2 Bus Terminal"
CG1  DT35,TE [a],Expo,博览,எக்ஸ்போ,2040,Somapah,XPO,Tampines,
EW4   CG,TE [a],Tanah Merah,丹那美拉,தானா மேரா,2040,"Bedok, Changi",TNM,Bedok,
Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL)
Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1
NS4  BP1,JS1,Choa Chu Kang,蔡厝港,சுவா சூ காங்,2027,Choa Chu Kang,CCK,Choa Chu Kang,Choa Chu Kang Bus Interchange
N/A,JS2,Choa Chu Kang West,蔡厝港西,சுவா சூ காங் வெஸ்ட்,2027,Choa Chu Kang West,TBA,Choa Chu Kang,
N/A,JS3,Tengah,登加,,2027,Tengah,TBA,Tengah,Tengah Bus Interchange[15]
N/A,JS4,Hong Kah,丰加,,2027,Hong Kah,TBA,Tengah,
N/A,JS5,Corporation,企业,,2027,Corporation,TBA,Jurong West,
N/A,JS6,Jurong West,裕廊西,ஜூரோங் வெஸ்ட்,2027,Jurong West,TBA,Jurong West,
N/A,JS7,Bahar Junction,峇哈路口,,2027,Bahar Junction,TBA,Jurong West,
EW27,JS8,Boon Lay,文礼,பூன் லே,2027,Boon Lay,BNL,Jurong West,Boon Lay Bus Interchange
N/A,JW1,Gek Poh,玉宝,,2027,Gek Poh,TBA,Jurong West,
N/A,JW2,Tawas,大华士,,2027,Tawas,TBA,Western Water Catchment,
Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2
N/A,JE1,Tengah Plantation,登加种植,,2028,Tengah Plantation,TBA,Tengah,
N/A,JE2,Tengah Park,登加公园,,2028,Tengah Park,TBA,"Bukit Batok, Tengah",
N/A,JE3,Bukit Batok West,武吉巴督西,புக்கிட் பாத்தோக் வெஸ்ட்,2028,Bukit Batok West,TBA,"Bukit Batok, Jurong East",
N/A,JE4,Toh Guan,卓源,,2028,Toh Guan,TBA,Jurong East,
NS1  EW24,JE5,Jurong East,裕廊东,ஜூரோங் கிழக்கு,2028,Jurong East,JUR,Jurong East,Jurong East Bus Interchange
N/A,JE6,Jurong Town Hall,裕廊镇大会堂,,2028,Jurong Town Hall,TBA,Jurong East,
N/A,JE7,Pandan Reservoir,班丹蓄水池,,2028,Pandan Reservoir,TBA,Jurong East,
Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3
N/A,JS9,Enterprise,事业,,2029,Enterprise,TBA,Jurong West,
N/A,JS10,Tukang,都康,,2029,Tukang,TBA,Boon Lay,
N/A,JS11,Jurong Hill,裕廊山,,2029,Jurong Hill,TBA,Boon Lay,
N/A,JS12,Jurong Pier,裕廊渡头,,2029,Jurong Pier,TBA,"Boon Lay, Jurong East",
N/A,JW3,Nanyang Gateway,南洋门,,2029,Nanyang Gateway,TBA,Western Water Catchment,
N/A,JW4,Nanyang Crescent,南洋弯,,2029,Nanyang Crescent,TBA,Western Water Catchment,
N/A,JW5,Peng Kang Hill,秉光山,,2029,Peng Kang Hill,TBA,Western Water Catchment,
Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL)
Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1
N/A,CR1,Changi Airport Terminal 5,,,TBA,[e],TBA,Changi,
N/A,CR2,Aviation Park,航空园,ஏவியேஷ பார்க்,2030,Aviation Park,TBA,Changi,
N/A,CR3,Loyang,罗央,லோயாங்,2030,Loyang,TBA,Pasir Ris,
N/A,CR4,Pasir Ris East,巴西立东,பாசிர் ரிஸ் ஈஸ்ட்,2030,Pasir Ris East,TBA,Pasir Ris,
EW1,CR5   CP1,Pasir Ris,巴西立,பாசிர் ரிஸ்,2030,Pasir Ris,PSR,Pasir Ris,Pasir Ris Bus Interchange
N/A,CR6,Tampines North,淡滨尼北,தெம்பினிஸ் நார்த்,2030,Tampines North,TBA,Tampines,Tampines North Bus Interchange[15]
N/A,CR7,Defu,德福,டெஃபு,2030,Defu,TBA,Hougang,
NE14,CR8,Hougang,后港,ஹவ்காங்,2030,Hougang,HGN,Hougang,Hougang Central Bus Interchange
N/A,CR9,Serangoon North,实龙岗北,சிராங்கூன் நார்த்,2030,Serangoon North,TBA,"Hougang, Serangoon",
N/A,CR10,Tavistock,达维士笃,தெவிஸ்தொக்,2030,Tavistock,TBA,Serangoon,
NS16,CR11,Ang Mo Kio,宏茂桥,அங் மோ கியோ,2030,Ang Mo Kio,AMK,Ang Mo Kio,Ang Mo Kio Bus Interchange
N/A,CR12,Teck Ghee,德义,டெக் கீ,2030,Teck Ghee,TBA,"Ang Mo Kio, Bishan",
N/A,CR13  TE7,Bright Hill,光明山,பிரைட் ஹில்,2030,Bright Hill,BRH,Bishan,
Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe)
N/A,CP2,Elias,伊莱雅,இலியாஸ்,2031,Elias,TBA,Pasir Ris,
PE4,CP3,Riviera,里维拉,ரிவியாரா,2031,Riviera,TBA,Punggol,
NE17  PTC,CP4,Punggol,榜鹅,பொங்கோல்,2031,Punggol,PGL,Punggol,Punggol Temporary Bus Interchange
